"key" "fi" "sv"
"areyousure.message" "Oletko varma, että haluat poistaa kohteen?" "Är du säker att du vill radera objektet?"
"asuinrakennus._group_label" "Uusi asuinrakennus" "Nytt bostadshus"
"attachment.actions" "Toiminnot" "Åtgärder"
"attachment.addFile" "Lisää tiedosto" "Lägg till fil"
"attachment.addVersion" "Lisää uusi versio" "Lägg till ny version"
"attachment.approve" "Hyväksy" "Godkänn"
"attachment.changeType" "Vaihda liitteen tyyppiä" "Ändra bilagans typ"
"attachment.chooseFile" "Valitse tiedosto" "Välj fil"
"attachment.chooseType" "Liitteen tyyppi" "Bilagans typ"
"attachment.comment" "Kommentti" "Kommentar"
"attachment.conversation" "Keskustele liitteestä" "Diskutera bilagan"
"attachment.delete" "Poista liite" "Radera bilaga"
"attachment.delete.header" "Poista liite" "Radera bilaga"
"attachment.delete.message" "Poistamalla liitepohjan poistuvat myös kaikki sen liitteet. Oletko aivan varma?" "Genom att radera bilagemallen raderas också alla dess bilagor. Är du helt säker?"
"attachment.delete.version.header" "Poista liitetiedosto" "Ta bort bilagan"
"attachment.delete.version.message" "Tiedoston versio poistuu pysyvästi. Oletko varma?" "Filversionen raderas permanent. Är du säker?"
"attachment.editDate" "Muokattu" "Redigerad"
"attachment.editor" "Muokkaaja" "Redigerare"
"attachment.file" "Tiedosto" "Fil"
"attachment.label.contents" "Piirustuksen sisältö" "Innehåll av ritning"
"attachment.label.operation" "Liittyy" "Ansluter sig"
"attachment.label.operation.choose" "Yleisesti hankkeeseen" "Generellt till projektet"
"attachment.label.scale" "Piirustuksen mittakaava" "Skala av ritning"
"attachment.label.size" "Piirustuksen koko" "Storlek av ritning"
"attachment.label.verdictAttachment" "Päätöksen liite" "Beslutets bilaga"
"attachment.legend.error" "Puuttuva tai muutoksia vaativa liite" "Bilaga som är bristfällig eller som kräver ändringar"
"attachment.legend.ok" "Viranomainen on alustavasti hyväksynyt, että liite on asianmukainen kyseessä olevaan hakemukseen. Varsinainen hyväksyntä annetaan myöhemmin luvan virallisessa käsittelyssä." "Bilaga som myndigheten preliminärt godkänt. Egentligt godkännande ges senare i den formella behandlingen av tillståndet."
"attachment.noName" "Nimetön" "Namnlös"
"attachment.noPreview" "Ei esikatselua" "Ingen förhandsvisning"
"attachment.pdf" "Avaa pdf-tiedosto esikatseluun" "Öppna pdf-filen för förhandsgranskning."
"attachment.pdf.preview.link" "Näytä tiedoston esikatseluversio" "Förhandsgranska filen"
"attachment.reject" "Tarkennettavaa" "Bör preciseras"
"attachment.send" "Lähetä viesti" "Skicka meddelande"
"attachment.set-attachments-as-verdict-attachment.error" "Liitteen merkitseminen päätöksen liitteeksi epäonnistui" "Märkning av bilagan till beslutets bilaga misslyckades"
"attachment.showVersionHistory" "Näytä versiohistoria" "Visa versionshistoria"
"attachment.signatures" "Allekirjoitukset" "Underskrifter"
"attachment.signed" "Allekirjoitettu" "Undertecknat"
"attachment.signedDate" "Allekirjoituksen päivämäärä" "Datum för underskrift"
"attachment.signer" "Allekirjoittaja" "Undertecknare"
"attachment.signLatest" "Allekirjoita uusin versio" "Underteckna den nyaste versionen"
"attachment.stamped" "Leimattu" "Stämplad"
"attachment.upload.header" "Lisää tiedosto" "Lägg till fil"
"attachment.upload.instructions" "Suurin sallittu tiedostokoko on 100 Mt. Sallitut tiedostomuodot ovat:" "Största tillåtna filstorlek är 100 Mb. Tillåtna filformat:"
"attachment.upload.instructions.extensions" "Sallittuja tiedostomuotoja ovat PDF-, kuva-, Microsoft Office-, OpenOffice- ja zip-tiedostot." "Tillåtna filtyper är PDF-, bild, Microsoft Office-, OpenOffice- och zip-filer."
"attachment.upload.instructions.size" "Suurin sallittu tiedostokoko on 100 Mt." "Största tillåtna filstorlek är 100 Mb."
"attachment.verdict-attachment" "Päätöksen liite" "Beslutets bilaga"
"attachment.version" "Versio" "Version"
"attachment.versionHistory" "Versiohistoria" "Versionshistorik"
"attachment.view.desc" "Täällä voit lisätä suunnitelmaan tai liitteeseen uusia versioita, poistaa liitteen hakemukselta ja keskustella liitteen sisällöstä.<br><br>Suunnitelmien esitystavan tulee olla rakennusmääräyskokoelman mukainen. PDF- ja kuvatiedostojen on avauduttava siten, että (nimiö)tekstit ovat luettavissa kuvaa kääntämättä ja nimiösivulla on vain nimiötiedot. Kuvien tulee olla mustavalkoisia ja arkkikoon mukaisesti tallennettuja. Väärin päin tulostettuja kuvia ei hyväksytä lupahakemuksen aineistoksi.<br><br>Tarkista lataamasi tiedoston sisältö. Suunnittelusta vastuussa olevan henkilön (pääsuunnittelija, jos sellainen hankkeelle vaaditaan) tulee varmistaa suunnitelman asianmukaisuus ja vaatimusten täyttyminen täyttyminen allekirjoittamalla liite oikean reunan allekirjoita uusin versio – painikkeella.. Allekirjoittaminen tapahtuu Lupapisteen salasanalla. Viranomainen saattaa lupaprosessin aikana vaatia allekirjoituksen myös suunnitelman laatijalta." "Här kan du lägga till nya versioner av planen eller bilagan, ta bort en bilaga från ansökan och diskutera bilagans innehåll.<br><br> Planerna bör framställas enligt byggbestämmelsesamlingen. PDF- och bilddokumenten bör öppnas så att faktarutans text går att läsa utan att svänga bilden. Faktarutans sida ska innehålla enbart faktarutans uppgifter. Bilderna bör vara svartvita och sparade enligt arkstorlek. Bilder som skrivits ut fel väg godkänns inte som material till tillståndsansökan.<br><br> Kontrollera innehållet i ditt uppladdade dokument. Personen som ansvarar för planeringen (huvudplanerare, om projektet kräver en sådan) bör kontrollera planens vederbörlighet och att kraven uppfylls genom att underteckna bilagan med underteckna senaste version –knappen på högra sidan. Underskriften görs med Lupapiste-lösenordet. Under tillståndsprocessen kan myndigheten kräva underskrift även av den som utarbetat planen."
"attachment.zip.filename" "liitteet.zip" "bilagor.zip"
"attachment.zip.pdf.filename.current" "hakemus.pdf" "ansökan.pdf"
"attachment.zip.pdf.filename.submitted" "jatetty-hakemus.pdf" "lämnad-ansökan.pdf"
"attachments.general" "Yleiset hankkeen liitteet" "Allmänna bilagor av projektet"
"attachments.group.deselect" "Poista ryhmän valinnat" "Ta bort val av gruppen"
"attachments.group.select" "Valitse ryhmän liitteet" "Välj bilagorna av gruppen"
"attachments.title" "Hakemuksella on uusia liitteitä" "Ansökan har nya bilaogor"
"attachmentState_" "?" "?"
"attachmentState_ok" "✓" "✓"
"attachmentState_requires_authority_action" "★" "★"
"attachmentState_requires_user_action" "⚑" "⚑"
"attachmentType.empty._group_label" "" ""
"attachmentType.ennakkoluvat_ja_lausunnot._group_label" "Ennakkoluvat ja lausunnot" "Förhandstillstånd och utlåtanden"
"attachmentType.ennakkoluvat_ja_lausunnot.elyn_tai_kunnan_poikkeamapaatos" "ELY:n tai kunnan poikkeamapäätös" "ELY:s eller kommunens undantagsbeslut"
"attachmentType.ennakkoluvat_ja_lausunnot.elyn_tai_kunnan_poikkeamapaatos.info" "Jos hankkeessa on haettu ELY:n tai kunnan poikkeamispäätös muuten kuin Lupapisteen kautta" "Om man har ansökt om kommunens eller ELYs undantagsbeslut på annat sätt än via Lupapiste"
"attachmentType.ennakkoluvat_ja_lausunnot.naapurien_suostumukset" "Naapureiden suostumus" "Grannarnas samtycke"
"attachmentType.ennakkoluvat_ja_lausunnot.naapurien_suostumukset.info" "Jos hankkeessa tulee hankkia naapurien suostumus" "Om man måste inhämta grannarnas samtycke i projektet"
"attachmentType.ennakkoluvat_ja_lausunnot.selvitys_naapurien_kuulemisesta" "Naapurien kuuleminen" "Hörande av grannar"
"attachmentType.ennakkoluvat_ja_lausunnot.selvitys_naapurien_kuulemisesta.info" "Kuulemiskirjeet liitettävä, jos hakija on kuullut naapurit. Ei tarpeen = Viranomainen harkitsee tarpeellisuuden" "Hörandebrev måste tilläggas, om ansökaren har hört grannarna. Inte nödvändigt=Myndigheten avväger nödvändigheten"
"attachmentType.ennakkoluvat_ja_lausunnot.suunnittelutarveratkaisu" "Suunnittelutarveratkaisu" "Avgörande om planeringsbehov"
"attachmentType.ennakkoluvat_ja_lausunnot.suunnittelutarveratkaisu.info" "Jos hankkeessa on haettu suunnittelutarveratkaisu muuten kuin Lupapisteen kautta" "Om man har ansökt om planeringsbehovsavgörande på annat sätt än via Lupapiste"
"attachmentType.ennakkoluvat_ja_lausunnot.ymparistolupa" "Ympäristölupapäätös" "Miljötillståndsbeslut"
"attachmentType.ennakkoluvat_ja_lausunnot.ymparistolupa.info" "Jos hankkeeseen on haettu ympäristölupa muuten kuin Lupapisteen kautta" "Om man har ansökt om miljötillstånd i projektet på annat sätt än via Lupapiste"
"attachmentType.erityissuunnitelmat._group_label" "Erityissuunnitelmat" "Specialplaner"
"attachmentType.erityissuunnitelmat.kaivannaisjatteen_jatehuoltosuunnitelma" "Selvitys kaivannaisjätteen jätehuoltosuunnitelmasta" "Utredning över planen för hanteringen av utvinningsavfall"
"attachmentType.erityissuunnitelmat.kivenmurskaamo" "Alustava suunnitelma kivenmurskaamon sijoittamisesta ja toiminnasta alueella" "Preliminär plan över stenkrossens placering och verksamhet på området"
"attachmentType.erityissuunnitelmat.luonnonsuojelulain_arviointi" "Luonnonsuojelulain (1096/1996) 65§ arviointi" "Bedömning enligt Miljöskyddslagen (1096/1996) 65§"
"attachmentType.erityissuunnitelmat.ottamissuunnitelma" "Ottamissuunnitelma" "Täktplan"
"attachmentType.erityissuunnitelmat.selvitys_jalkihoitotoimenpiteista" "Selvitys jälkihoitotoimenpiteistä (esim. maisemointi)" "Utredning över efteråtgärder (t.ex. landskapsbyggande)"
"attachmentType.erityissuunnitelmat.yvalain_mukainen_arviointiselostus" "YVA-lain (468/1994) mukainen arviointiselostus" "Miljökonsekvensbeskrivning enligt lagen om förfarandet vid miljökonsekvensbedömning (468/1994)"
"attachmentType.hakija._group_label" "Hakija" "Sökande"
"attachmentType.hakija.osakeyhtion_perustamiskirja" "Osakeyhtiön perustamiskirja" "Aktiebolagets stiftelseurkund"
"attachmentType.hakija.osakeyhtion_perustamiskirja.info" "Jos tarvitaan hallinta- tai omistusoikeuden osoittamiseen" "Ifall besittningsrätten behöver styrkas"
"attachmentType.hakija.ote_asunto_osakeyhtion_hallituksen_kokouksen_poytakirjasta" "Ote asunto-osakeyhtiön hallituksen kokouksen pöytäkirjasta" "Utdrag ur protokoll från bostadsaktiebolagets styrelsemöte"
"attachmentType.hakija.ote_asunto_osakeyhtion_hallituksen_kokouksen_poytakirjasta.info" "Jos tarvitaan hallinta- tai omistusoikeuden osoittamiseen" "Ifall besittningsrätten behöver styrkas"
"attachmentType.hakija.ote_kauppa_ja_yhdistysrekisterista" "Ote kauppa- ja yhdistysrekisteristä" "Utdrag ur handels- och föreningsregistret"
"attachmentType.hakija.ote_kauppa_ja_yhdistysrekisterista.info" "Jos tarvitaan hallinta- tai omistusoikeuden osoittamiseen" "Ifall besittningsrätten behöver styrkas"
"attachmentType.hakija.ottamisalueen_omistus_hallintaoikeus" "Selvitys ottamisalueen omistus- tai hallintaoikeudesta" "Utredning om täktområdets ägande- och besittningsrätt"
"attachmentType.hakija.valtakirja" "Valtakirja" "Fullmakt"
"attachmentType.hakija.valtakirja.info" "Jos hakemuksen tekee joku muu kuin hakija itse" "Om ansökan görs av någon annan än ansökaren själv"
"attachmentType.hakija.virkatodistus" "Virkatodistus" "Ämbetsbetyg"
"attachmentType.hakija.virkatodistus.info" "Jos tarvitaan hallinta- tai omistusoikeuden osoittamiseen" "Ifall besittningsrätten behöver styrkas"
"attachmentType.kartat._group_label" "Kartat" "Kartor"
"attachmentType.kartat.kartta-melun-ja-tarinan-leviamisesta" "Kartta melun ja tärinän leviämisestä" "Karta över bullrets och vibrationernas spridning."
"attachmentType.kartat.kartta-melun-ja-tarinan-leviamisesta.info" "Jos ei ole kuvattuna Lupapisteen kartalla tai viranomainen vaatii" "Om inte beskrivit på Lupapiste kartan eller om myndigheten kräver"
"attachmentType.kiinteiston_hallinta._group_label" "Kiinteistön hallinta" "Besittning av fastighet"
"attachmentType.kiinteiston_hallinta.jaljennos_perunkirjasta" "Jäljennös perunkirjasta" "Kopia av bouppteckningsinstrument"
"attachmentType.kiinteiston_hallinta.jaljennos_perunkirjasta.info" "Jos tarvitaan hallinta- tai omistusoikeuden osoittamiseen" "Ifall besittningsrätten behöver styrkas"
"attachmentType.kiinteiston_hallinta.ote_asunto-osakeyhtion_kokouksen_poytakirjasta" "Ote asunto-osakeyhtiön hallituksen kokouksen pöytäkirjasta" "Utdrag ur bostadsaktiebolagets styrelsemötesprotokoll"
"attachmentType.kiinteiston_hallinta.ote_asunto-osakeyhtion_kokouksen_poytakirjasta.info" "Jos tarvitaan hallinta- tai omistusoikeuden osoittamiseen" "Ifall besittningsrätten behöver styrkas"
"attachmentType.kiinteiston_hallinta.rasitesopimuksen_liitekartta" "Rasitesopimuksen liitekartta" "Bilagskartan av servitutsavtal"
"attachmentType.kiinteiston_hallinta.rasitesopimuksen_liitekartta.info" "Jos rasitesopimukseen liittyy karttamateriaalia" "Om kartmaterial anknyter till servitutsavtal"
"attachmentType.kiinteiston_hallinta.rasitesopimus" "Rasitesopimus" "Servitutsavtal"
"attachmentType.kiinteiston_hallinta.rasitesopimus.info" "Jos hanke edellyttää sopimista edellyttäviä järjestelyitä (rasite tms.)" "Om projektet förutsätter anordingar som förutsätter överenskommande (servitut osv.)"
"attachmentType.laitoksen_tiedot._group_label" "Laitoksen tiedot" "Uppgifter om anläggningen"
"attachmentType.laitoksen_tiedot.muut_paatokset_sopimukset" "Muut päätökset ja sopimukset" "Övriga beslut och avtal"
"attachmentType.laitoksen_tiedot.selvitys_ymparistovahinkovakuutuksesta" "Selvitys ympäristövahinkovakuutuksesta" "Utredning om miljöskadeförsäkring"
"attachmentType.laitoksen_tiedot.voimassa_olevat_ymparistolupa_vesilupa" "Voimassa olevat ympäristölupa tai vesilupa" "Ikraftvarande miljötillstånd eller vattentillstånd"
"attachmentType.laitoksen_toiminta._group_label" "Laitoksen toiminta" "Anläggningens verksamhet"
"attachmentType.laitoksen_toiminta.arvio_ymparistoriskeista" "Arvio toimintaan liittyvistä ympäristöriskeistä, onnettomuuksien estämiseksi suunnitelluista toimista sekä toimista häiriötilanteissa" "Bedömning av hurudana miljörisker verksamheten medför, planerade åtgärder för att  undvika olyckor och vid störningssituationer"
"attachmentType.laitoksen_toiminta.energiansaastosopimus" "Energiansäästösopimus" "Energisparavtal"
"attachmentType.laitoksen_toiminta.liikenne_liikennejarjestelyt" "Liikenne ja liikennejärjestelyt" "Trafik och trafikarrangemang"
"attachmentType.laitoksen_toiminta.selvitys_tuotannosta" "Selvitys tuotteista, tuotannosta, tuotantokapasiteetista, prosesseista, laitteistoista, rakenteista ja niiden sijainnista" "Utredning om produkterna, produktionen, produktionskapaciteten, processen, maskinvaran, konstruktionerna och deras placering"
"attachmentType.laitoksen_toiminta.selvitys_ymparistoasioiden_hallintajarjestelmasta" "Selvitys ympäristöasioiden hallintajärjestelmästä" "Utredning om styrsystem för miljöärenden"
"attachmentType.laitoksen_toiminta.tiedot_energian" "Tiedot energian käytöstä ja arvio käytön tehokkuudesta" "Uppgifter om energianvändningen och bedömning av användningseffektiviteten"
"attachmentType.laitoksen_toiminta.tiedot_raaka-aineista" "Tiedot raaka-aineista, kemikaaleista, polttoaineista ja muista tuotantoon käytettävistä aineista, niiden varastointi, säilytys sekä kulutus ja veden käyttö" "Uppgifter om råvaror, kemikalier, bränslen och övriga ämnen som används i produktionen, lagringen och förvaringen av dem samt användningen av vatten"
